@relation test_miss-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute age numeric
@attribute workclass {Local-gov,Private,State-gov,Self-emp-inc,Federal-gov,Self-emp-not-inc,Never-worked,Without-pay}
@attribute fnlwgt numeric
@attribute education {7th-8th,HS-grad,Bachelors,Masters,Some-college,Prof-school,10th,1st-4th,11th,5th-6th,Assoc-voc,Doctorate,12th,Assoc-acdm,Preschool,9th}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Separated,Widowed,Never-married,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Farming-fishing,Craft-repair,Adm-clerical,Prof-specialty,Sales,Other-service,Protective-serv,Transport-moving,Machine-op-inspct,Tech-support,Exec-managerial,Handlers-cleaners,Priv-house-serv,Armed-Forces}
@attribute relationship {Husband,Wife,Own-child,Not-in-family,Other-relative}
@attribute race {White,Black,Asian-Pac-Islander,Other,Amer-Indian-Eskimo}
@attribute sex {Male,Female}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Iran,Puerto-Rico,El-Salvador,Haiti,Mexico,Scotland,Cuba,Philippines,Trinadad&Tobago,Canada,Peru,Laos,Dominican-Republic,England,Poland,Japan,Vietnam,Ecuador,Columbia,Germany,Italy,South,France,India,Honduras,China,Greece,Jamaica,Taiwan,Guatemala,Portugal,Nicaragua,Outlying-US(Guam-USVI-etc),Cambodia,Hungary,Ireland,Hong}
@attribute class {<=50K,>50K}

@data
27,Private,248667,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Self-emp-not-inc,33311,Bachelors,13,Never-married,Craft-repair,Husband,White,Female,0,0,40,United-States,<=50K
39,Private,105152,HS-grad,9,Divorced,Sales,Husband,White,Female,0,0,35,United-States,<=50K
18,Private,102290,11th,7,Never-married,Other-service,Own-child,Other,Male,0,0,12,United-States,<=50K
68,Private,44412,5th-6th,3,Married-spouse-absent,Sales,Husband,White,Male,0,0,51,United-States,<=50K
25,State-gov,441802,HS-grad,9,Separated,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
29,Private,97284,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
26,Private,215164,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
52,Self-emp-not-inc,190640,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,64,United-States,<=50K
26,Private,315195,HS-grad,9,Never-married,Machine-op-inspct,Husband,White,Male,0,0,44,Mexico,<=50K
26,Private,236852,Assoc-voc,11,Never-married,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
54,Self-emp-not-inc,112280,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,Thailand,>50K
66,Private,128071,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,Cuba,<=50K
47,State-gov,150418,HS-grad,9,Divorced,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,39942,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,United-States,<=50K
42,Self-emp-not-inc,64659,Some-college,10,Divorced,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
17,Private,340186,9th,5,Never-married,Other-service,Not-in-family,Black,Male,0,0,50,United-States,<=50K
33,Private,28960,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
31,Private,173996,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,274232,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
25,Private,146360,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,Mexico,<=50K
44,Private,108879,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
27,Private,33098,Assoc-voc,11,Never-married,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,102396,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4064,0,40,United-States,<=50K
44,Private,294044,Masters,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
32,Private,65137,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,Taiwan,<=50K
40,Local-gov,98660,Assoc-acdm,12,Never-married,Tech-support,Husband,White,Female,0,0,40,United-States,<=50K
36,Local-gov,227019,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,22,United-States,<=50K
38,Self-emp-inc,139970,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,50,United-States,>50K
56,Self-emp-inc,96810,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,50,United-States,<=50K
19,Private,380306,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,99292,HS-grad,9,Separated,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K
27,Private,310771,Bachelors,13,Never-married,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
33,Private,73678,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,36,Mexico,<=50K
42,Private,100569,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,1902,40,United-States,<=50K
41,Private,107418,HS-grad,9,Divorced,Sales,Husband,White,Female,0,0,35,United-States,<=50K
31,Self-emp-not-inc,178514,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
54,Self-emp-inc,48036,Bachelors,13,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States,<=50K
42,Private,89850,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
58,Private,35789,Assoc-acdm,12,Divorced,Prof-specialty,Husband,Black,Female,0,0,40,United-States,>50K
53,State-gov,88281,HS-grad,9,Divorced,Adm-clerical,Husband,White,Female,0,0,35,United-States,<=50K
35,Local-gov,139709,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
47,Local-gov,171565,Masters,14,Divorced,Prof-specialty,Husband,White,Female,1471,0,45,United-States,<=50K
54,Self-emp-not-inc,176125,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
36,Private,241969,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Iran,>50K
35,Self-emp-not-inc,111824,Assoc-voc,11,Divorced,Exec-managerial,Husband,White,Female,0,0,45,United-States,>50K
39,Self-emp-inc,146404,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,40,United-States,>50K
39,Private,205563,Assoc-acdm,12,Widowed,Adm-clerical,Husband,White,Female,0,0,30,United-States,<=50K
42,Private,127259,Bachelors,13,Divorced,Adm-clerical,Husband,White,Male,9562,0,40,United-States,<=50K
32,Private,209900,Some-college,10,Married-AF-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
50,Private,182982,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,40,United-States,<=50K
39,Private,134307,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
48,Self-emp-not-inc,85539,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,<=50K
66,Private,189756,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,Germany,<=50K
40,State-gov,476025,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,<=50K
45,Private,128420,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Female,0,0,53,Mexico,<=50K
36,Private,362727,Assoc-acdm,12,Never-married,Prof-specialty,Husband,White,Female,0,0,33,United-States,<=50K
52,Self-emp-not-inc,48746,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,234352,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,40,United-States,<=50K
23,Private,317900,Bachelors,13,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K
38,Private,282809,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,193057,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
64,Private,225167,12th,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
42,Private,198211,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,40,United-States,<=50K
39,Private,173656,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K
29,Private,144277,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,320840,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
44,Private,320135,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,88465,5th-6th,3,Married-civ-spouse,Other-service,Wife,Other,Female,0,0,38,Mexico,<=50K
46,Private,99679,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Male,0,0,48,United-States,<=50K
36,Self-emp-not-inc,14900,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
24,Local-gov,321530,Bachelors,13,Never-married,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
50,Private,194602,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
34,Private,211557,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Private,113916,Assoc-voc,11,Married-civ-spouse,Protective-serv,Wife,White,Male,0,0,40,Cuba,<=50K
50,Private,464308,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
42,Private,339474,Some-college,10,Divorced,Prof-specialty,Own-child,Black,Male,0,2205,40,United-States,<=50K
28,Private,221103,HS-grad,9,Never-married,Sales,Husband,White,Female,0,0,40,United-States,<=50K
32,Self-emp-not-inc,50099,9th,5,Never-married,Exec-managerial,Husband,White,Male,0,0,13,United-States,<=50K
19,Private,134856,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
55,Self-emp-inc,27731,11th,7,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,50,United-States,>50K
48,Federal-gov,305475,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,32,United-States,<=50K
26,Local-gov,320584,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
37,Local-gov,198105,Some-college,10,Never-married,Prof-specialty,Husband,White,Male,0,0,24,Iran,<=50K
39,Self-emp-not-inc,167000,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,13,United-States,<=50K
40,Local-gov,190932,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,55,United-States,<=50K
59,Self-emp-inc,85665,Masters,14,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,50,South,<=50K
20,Private,183492,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States,<=50K
31,Private,243336,11th,7,Never-married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,160437,HS-grad,9,Divorced,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
60,Private,113592,9th,5,Separated,Handlers-cleaners,Husband,White,Female,0,0,50,Mexico,<=50K
26,Private,162663,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,60,United-States,<=50K
37,Private,174525,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
21,Private,107992,7th-8th,4,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,60,Mexico,<=50K
57,Private,156420,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
33,Private,177689,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
47,State-gov,55277,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,72,United-States,<=50K
31,Federal-gov,53704,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
23,Private,334243,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
40,Private,292297,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
25,Private,199131,HS-grad,9,Never-married,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
57,Private,192963,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,103583,Masters,14,Never-married,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
25,Private,323781,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,20,United-States,<=50K
24,Private,57636,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,370554,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,<=50K
27,Private,158603,Some-college,10,Never-married,Adm-clerical,Husband,White,Female,0,0,28,United-States,<=50K
27,Private,70937,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
23,Local-gov,177874,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
40,State-gov,64408,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,Puerto-Rico,<=50K
42,Self-emp-inc,44836,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,60,United-States,<=50K
56,Private,194906,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,<=50K
31,Private,118093,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
30,Private,103383,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
70,Local-gov,110185,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,United-States,<=50K
55,Private,160563,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
38,Local-gov,269782,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,22,United-States,<=50K
20,Private,45730,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
17,Private,188785,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
50,Private,244696,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,United-States,>50K
39,Private,125373,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,24,United-States,>50K
43,Private,206971,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,394684,Some-college,10,Divorced,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
24,Private,137525,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
35,Private,124784,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
32,Local-gov,393886,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,United-States,<=50K
38,Private,352602,11th,7,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,<=50K
24,Private,165630,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States,<=50K
50,Self-emp-not-inc,93441,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,205711,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
51,Private,129552,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
47,Federal-gov,103878,Bachelors,13,Married-spouse-absent,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
38,State-gov,189283,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,226067,Assoc-voc,11,Married-civ-spouse,Sales,Wife,White,Male,0,0,40,United-States,<=50K
26,Local-gov,346340,Bachelors,13,Never-married,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
26,Private,51239,HS-grad,9,Separated,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
52,Private,215041,Some-college,10,Divorced,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
42,Private,152512,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,Cuba,<=50K
40,Self-emp-not-inc,274565,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,<=50K
23,Private,431066,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,43,United-States,<=50K
37,Private,210328,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,32,United-States,<=50K
42,Private,460929,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,<=50K
50,State-gov,191755,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
36,Self-emp-inc,126119,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,Cuba,<=50K
28,Private,189487,Bachelors,13,Never-married,Exec-managerial,Husband,White,Female,0,1564,56,United-States,>50K
30,Private,61666,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
21,Private,24587,10th,6,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
43,Private,96304,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,188547,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
37,Private,87080,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
37,Private,187972,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
45,State-gov,123119,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,182935,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,55,United-States,>50K
46,Private,85411,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
24,Private,121591,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,38,Mexico,<=50K
25,Private,208530,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,50,Canada,<=50K
53,Private,141491,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,20,United-States,<=50K
18,Private,133981,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
17,Private,219976,10th,6,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
60,State-gov,179199,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,50,United-States,<=50K
32,Private,247426,Some-college,10,Divorced,Exec-managerial,Husband,White,Female,0,0,40,United-States,>50K
37,Private,34760,Some-college,10,Divorced,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,42845,9th,5,Divorced,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
61,Private,288335,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,14084,0,50,United-States,>50K
18,Private,33120,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,21,United-States,<=50K
65,Private,426396,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,70,United-States,<=50K
51,Private,110993,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,166261,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
56,Private,245148,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
39,Private,258350,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,7298,0,40,United-States,<=50K
71,Private,110468,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,43,United-States,<=50K
20,Private,421858,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,27828,0,48,United-States,>50K
39,Private,150316,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
59,Private,237746,10th,6,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
31,Private,121785,Preschool,1,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,Mexico,<=50K
50,Private,258642,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,24,United-States,>50K
20,Private,228946,Some-college,10,Never-married,Adm-clerical,Husband,Black,Female,0,0,40,United-States,<=50K
46,State-gov,358992,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,38,Canada,<=50K
27,Private,88864,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,189766,Some-college,10,Divorced,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
35,Private,311092,Some-college,10,Divorced,Prof-specialty,Husband,White,Female,7443,0,40,United-States,<=50K
25,Private,358255,Assoc-acdm,12,Married-AF-spouse,Tech-support,Husband,White,Female,0,0,60,United-States,<=50K
31,Private,233671,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
59,Self-emp-not-inc,119170,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States,<=50K
20,Private,179901,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
24,Local-gov,168035,HS-grad,9,Never-married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
